id,title,Ingredients,Directions,numberofsteps,recipe_id
104643,World Recipe Mexican Chicken Soup,"
* 4 14 1/2-ounce cans
* [[chicken broth]]
* 3 cups salsa
* 1/2 cup [[lime juice]]
* 4 cups chopped, cooked [[Chicken]]
* 2 cups [[corn]] kernels
* 2 cups cooked [[rice]]
* 1/2 cup minced [[cilantro]]
*
*
*
","== Directions ==
# Bring [[chicken broth]], salsa and [[lime juice]] to a boil. 
# Add [[Chicken]], [[corn]], [[rice]] and [[cilantro]] and heat through.
#
#
#
== Contributed by: ==
This Y-group is international. Good food from all parts of the world. A place where we can share the wonderful food from all over the world.
* [http://groups.yahoo.com/group/world_recipes/ World Recipes Y-Group]
",5,1160
104644,Brazilian Fried Bananas,"
* 6 small [[bananas]], peeled
* 1 large [[egg]], beaten
* 1 cup fine bread crumbs
* 1/2 cup [[butter]]
* [[salt]] to taste
","== Directions ==
# In mixing bowl, gently toss the [[bananas]] with the [[egg]] to moisten, then lightly roll the [[bananas]] in the bread crumbs.
# In a large skillet, melt the [[butter]] over medium heat. 
# When the foam subsides add the [[bananas]] and fry on all sides until golden, season with [[salt]] and serve hot.
#
#
#
== Contributed by ==
This Y-group is international. Good food from all parts of the world. A place where we can share the wonderful food from all over the world.
* [http://groups.yahoo.com/group/world_recipes/ World Recipes Y-Group]
",6,1161
104646,African Foo Foo,"
* 8 [[bananas]]
* 1 teaspoon of [[nutmeg]]
* 1 teaspoon of [[cinnamon]]
* 1 beaten [[egg]]
* 2 cup of [[flour]]
* [[powdered sugar]]
*
*
*
","== Directions ==
# Mash the [[bananas]] well in a bowl. Stir in the [[nutmeg]], [[cinnamon]], and [[egg]]. Add 2 cups [[flour]] and mix well.
# Let the mixture stand for 10 minutes. Heat a small amount of [[oil]] in a frying pan. 
# Drop 1 tablespoon at a time of the mixture into the [[oil]]. Fry for 2 to 3 minutes on each side. 
# Drain on paper towels and sprinkle with [[powdered sugar]]. Serve hot
#
#
#
== Contributed by ==
This Y-group is international. Good food from all parts of the world. A place where we can share the wonderful food from all over the world.
* [http://groups.yahoo.com/group/world_recipes/ World Recipes Y-Group]
",7,1162
104654,LEMONY THAI RIBS,"
* Lemony Thai Sauce 
* 4 pounds [[Pork]] back loin ribs‰ÛÓcut into serving pieces
* 1/2 cup [[water]]
*
*
*
","== Directions ==
# Brush grill rack with [[vegetable oil]]. Heat coals or gas grill for direct heat.
# While grill is heating, arrange [[Pork]], meatiest pieces to outside edge,in 3-quart microwavable casserole. Add [[water]]. 
# Cover and microwave on High 5 minutes. Rearrange and turn over [[Pork]], so less-cooked pieces are to outside edge of casserole. 
# Re-cover and microwave 5 to 7 minutes or until very little pink remains.
# Drain [[Pork]]; discard cooking liquid. Return [[Pork]] to casserole. 
# Pour sauce over ribs, turning to coat each rib completely. 
# Cover and grill [[Pork]] 5 to 6&amp;nbsp;inches from MEDIUM heat 10 to 12 minutes, turning and brushing generously with remaining sauce 2 or 3 times, until brown and no longer pink when cut near bone. 
# Discard any remaining sauce. Serves 4.
#
#
#
== Contributed by ==
This Y-group is international. Good food from all parts of the world. A place where we can share the wonderful food from all over the world.
* [http://groups.yahoo.com/group/world_recipes/ World Recipes Y-Group]
",11,1163
104668,JAMAICAN JERK CHICKEN BREASTS,"
* 4 lg [[Chicken]] breasts
* jerk marinade
*
*
*
","== Directions ==
# Prepare breasts and remove skin if desired. Marinade [[Chicken]] for 2 to 3 hours in refrigerator.
# Preheat oven to 275F. Place [[Chicken]] on shallow pan and bake for 30 minutes. 
# Remove [[Chicken]] from oven and place immediately on hot grill. 
# Grill for 5 minutes on each side, or until the skin is crispy.
#
#
#
== Contributed by ==
This Y-group is international. Good food from all parts of the world. A place where we can share the wonderful food from all over the world.
* [http://groups.yahoo.com/group/world_recipes/ World Recipes Y-Group]
",7,1164
104684,Delicious Marinated Shrimp,"
* 1å_ pound fresh [[shrimp]], peeled
* 2 cloves [[garlic]] (or å_ teaspoon [[garlic powder]])
* å_ cup [[soy sauce]]
* å_ teaspoon [[salt]]
* å_ cup [[oil]]
* å_ cup [[lemon juice]]
* 3 tablespoons chopped [[parsley]] (fresh or dried)
* 3 tablespoons chopped [[onion]]
* å_ teaspoon [[pepper]]
","== Directions ==
# Soak bamboo skewers in [[water]] for at least 10 minutes before using.
# This will help them not to burn or stick to the [[shrimp]].
# Skewer shrimp-about 3 to 5 per skewer, depending on the size.
# Place in a 13 x 9 inch baking pan.
# Mix the marinade ingredients together.
# Pour over skewered [[shrimp]].
# Cover pan and place in refrigerator for at least 3 hours; turning the [[shrimp]] or spooning the marinade over the [[shrimp]] at least once during that time.
# Grease and preheat George Foreman grill. Grill until [[shrimp]] turns pink. It doesn't take long; watch carefully.
",8,1165
109043,Perfectly Chocolate Hot Cocoa,"
* 2 tbsp [[granulated sugar|sugar]]
* 2 tsp Hershey's [[cocoa]]
* dash [[salt]]
* 1 cup [[milk]]
* å_ tsp [[vanilla extract]]
","== Directions ==
# Mix [[granulated sugar|sugar]], [[cocoa]] and [[salt]] in large mug.
# Heat [[milk]] in microwave at '''high''' (100%) 1å_ minutes or until hot.
# Gradually add hot [[milk]] to [[cocoa]] mixture in mug, stirring until well blended.
# Stir in [[vanilla]]. 
=== Variations ===
* '''Lower Fat''': Use nonfat [[milk]]; follow recipe above.
* '''Sugar-free''': Omit [[granulated sugar|sugar]]; follow recipe above.
# Combine [[cocoa]] and [[salt]].
# Proceed as above, using [[non-fat milk]].
# Stir in [[vanilla]] and [[sugar substitute]] with sweetening equivalence of 2 tablespoons [[granulated sugar|sugar]].
__NOTOC__
",7,1166
125181,Sheltie Scones,"=
* 2 å_ cups of self-raising [[flour]]
* å_ tspn [[salt]]
* 1 cup chopped liver (if you don't have chopped liver, use small dog biscuits)
* å_ [[water]] (you can add [[chicken stock]] for extra taste)
* å_ [[milk]]
* 30g [[butter]] (or [[margarine]])
","== Directions ==
Chopped Liver: 
# Just boil the liver until it is grey and a rubbery consistency. 
# Or if you have a microwave, cook it on high for about 8 mins. 
# Chop it up into small pieces and when cool put the pieces into a number of airtight bags and store in the fridge. 
# Use liver pieces as treats when training
Scones:
# Sift [[flour]] and [[salt]] into a bowl, rub in [[butter]]. 
# Add chopped liver. 
# Use a knife to stir in [[milk]] and enough [[water]] to mix to a sticky dough. 
# Turn dough onto lightly floured surface, knead quickly and lightly until dough is smooth. 
# Press dough out evenly to about 2 cm and cut into rounds. 
# Place on prepared tray and bake in very hot over for 15 minutes. 
Makes about 16-18. 
== Contributed by: ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",10,1167
125235,Liver Treats,"
* all you need are [[beef]] livers
","== Directions ==
# Cut the liver into approximately 1 inch slices.
# Place in your food dehydrator for 24 hours*.
# Use pam or the equivalent on the drying racks, so the liver won't stick.
# Let dry for 24 hours.
# Or you could place them on a cookie sheet and bake in a 325å¡F oven for about 45 minutes to help dry them out.
",5,1168
125246,Doggy Dip,"=
* 3 tbsp [[peanut butter]]
* 2 tbsp [[honey]]
* 1 very ripe [[banana]] '''or''' a large jar of baby food fruit, any flavor
* 1 x 16 ounce container [[vanilla]] [[yogurt]]
* 1 tbsp [[whole wheat flour]]
","== Directions ==
# Mix the [[peanut]] [[butter]], honey, and fruit together until well blended.
# In a separate bowl, combine the [[yogurt]] and [[flour]], mix well.
# Add the fruit mixture to the [[yogurt]] and blend together.
# Keep cold in refrigerator.
# Use this dip to coat or dip biscuits and treats into.
# Allow treats to chill in refrigerator until coating is set and firm; this prevents big messes!.
",6,1169
125269,Doggy Chow Chow Chicken,"
* 2 [[chicken]] pieces (breasts, thighs, whatever's preferable) 
* 3 [[carrot]]s, peeled and cut in half
* 1 stick [[celery]], sliced into chunks
* 2 small [[potato]]es, peeled and cubed
* 2 cups [[rice]], uncooked
","== Directions ==
# Place [[chicken]] pieces in large pot.
# Cover with cold [[water]] (5 ‰ÛÒ 6 cups).
# Add [[carrot]]s, [[celery]], and [[potato]]es to [[water]].
# Add [[salt]] to taste if you want.
# Cover and simmer on low heat about 2 hours until the [[chicken]] becomes tender.
# Add the [[rice]], cover and cook over low heat for about 30 minutes until the [[rice]] is tender and most of the liquid is absorbed.
# Remove soup from heat.
# Pull the [[chicken]] meat off the bone (if will practically fall off), discard bones.
# Return shredded pieces to pot.
# Stir well.
# Let cool.
# Store in the refrigerator or freeze.
",12,1170
125294,Bulldog Banana Bites,"=
* 2 1/4 cups [[whole wheat flour]]
* 1/2 cup nonfat dry [[milk]]
* 1 [[egg]]
* 1/3 cup mashed ripe [[banana]]
* 1/4 cup [[vegetable oil]]
* 1 [[Beef]] buillion cube dissolved in 1/2 cup hot [[water]]
* 1 tbsp. [[brown sugar]]
","== Directions ==
# Mix all ingredients until will blended. 
# Knead for 2 minutes on a floured surface. 
# Roll to 1/4 &quot; thickness. 
# Use a 2 1/2&quot; bone shaped cookie cutter (or any one you prefer). 
# Bake for 30 minutes in a 300 degrees oven on ungreased cookie pans.
== Contributed by: ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",5,1171
125299,Cheesey Dog Cookies,"=
* 2 cups all purpose [[flour]]
* 1 1/4 cup shredded [[Cheddar]] [[Cheese]]
* 1/4 tsp.garlic powder
* 1/2 c. [[vegetable oil]]
* 4 - 5 Tbsp. [[water]]
","== Directions ==
# Combine everything except [[water]].
# Whisk in food processor until consistency of [[cornmeal]].
# Then add [[water]] until mixture forms a ball.
# Roll it into 1/2&quot; thickness and cut into shapes.
# Bake on ungreased cookie sheets about 10 minutes. (depending on size of shapes) at 400.
# Cool and store in refrigerator.
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",6,1172
126024,Cheesy Garlic Chunks,"=
* 1 1/2 cups [[whole wheat flour]]
* 1 1/4 cups grated [[Cheese]], ([[Cheddar]] or something mild)
* 1/2 stick softened [[margarine]]
* 1 - 2 [[garlic]] cloves, crushed
* [[milk]] as needed
","== Directions ==
# [[cream]] the [[Cheese]] and [[margarine]] together. 
# Add the [[garlic]]. 
# Add the [[flour]] and mix thoroughly. 
# Add enough [[milk]] to form into a ball. 
# Chill for 1/2 hour or so. 
# Roll onto a lightly floured surface. 
# Cut into shapes and bake at 375 degrees for 15 minutes or until lightly golden brown and firm. 
# Makes 2-3 dozen cookies. 
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",8,1173
126030,Luscious Chicken Liver Chewies,"=
* 1 cup [[whole wheat flour]]
* 1 cup regular [[flour]]
* 1 cup [[cornmeal]]
* 2 tbsp [[vegetable oil]]
* 1 [[egg]], beaten
* 1/2 cup [[chicken stock]] (you can use the juice from boiling the livers)
* 2 tsp. [[garlic powder]]
* 1 cup chopped [[Chicken]] livers, cooked
","== Directions ==
# Combine [[flour]] and [[cornmeal]].
# In a separate bowl, add [[egg]] with [[oil]], add broth and [[garlic]]; mix well.
# Add dry ingredients to bowl a little at a time, stirring well.
# Fold in [[Chicken]] livers and mix well. Dough will be firm.
# Put dough on lightly floured surface and knead briefly.
# Roll out to 1/2&quot; thick and cut into shapes.
# Place on greased cookie sheets.
# Bake 15 minutes or until firm.
# Store in the refrigerator, or freeze for future snacks.
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",9,1174
126035,Frozen Fruit Treats,"=
* Lots of Fruit
* Fruit Juice
* Low-fat [[yogurt]]
* [[Honey]]
* [[cinnamon]]
","== Directions ==
# Place any fruit you favor in a blender. 
# Some great ones are [[strawberries]], [[cantaloupe]], [[watermelon]]s, [[Apple]]s, [[peach]]es, or [[bananas]]. 
# Add some unsweetened juice (your choice - [[pineapple]] is good). Add a little low-fat [[yogurt]] for thickening, honey for sweetening, and 1/2 tsp. [[cinnamon]]. Puree until well blended and smooth. 
# Freeze in little cups or [[ice]] cube trays and serve as &quot;popsicles&quot;. 
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",4,1175
127576,Whole Wheat Chicken Biscuits,"=
* 1/2 cup [[cornmeal]]
* 6 1/2 tbsp [[oil]]
* 2/3 cup [[chicken broth]]{I prefer clear}
* 2 cup [[whole wheat flour]]
","== Directions ==
# Preheat oven to 350 degrees.
# Mix all ingrediants together, kneading the dough when all is mixed.
# Cut into any cutter you would like.
# Bake for 25-30 minutes., depending on the oven.
# When finished let cool
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",5,1176
127581,Doggie Icing,"=
* Around 20 small bones (treats)
* 1 banana
* Luke warm/hot [[water]]
","== Directions ==
# Cut bones into 3 quarters. 
# Put all pieces into bowl of luke warm/ hot [[water]].
# Let soak.
# Check every 5 minutes.
# Drain [[water]] when soft. Use masher to mash bone pieces into a soft [[mush]].
# Place [[mush]] into food processor (if have one, if you don't, you must use masher). Add 1/4 banana, 1/4 cup [[water]].
# Food process the [[mush]] for less than one minute.
# Take out of food processor.
# Put into a bowl.
# Put the &quot;icing&quot; on the special dogs cake!
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",10,1177
127589,Doggie Pizza,"
=== Crust ===
* 3å_ cups [[flour]]
* å_ cup [[cornmeal]]
* 1 tsp [[baking soda]]
=== Topping ===
* å_ cup [[tomato paste]]
* å_ cup [[Parmesan cheese]]
* å_ cup [[mozzarella]] cheese
* 1 tsp [[garlic powder]]
* 4 [[mushroom]]s (sliced)
* å_ cup sun-dried [[raisins]] (optional)
","== Directions ==
# Preheat oven to 325å¡F.
# Mix ingredients together in a large bowl.
# Knead it for 4 to 5 minutes.
# Roll out on a pizza pan and put in preheated oven for 25‰ÛÒ30 minutes.
# Put back in oven at 200å¡F for 10 minutes then let cool for 5 minutes.
__NOTOC__
",5,1178
127597,Doggie Donuts,"=
* 6 large vita bones
* half cup [[cornmeal]]
* 2 tablespoons [[Peanut]] [[butter]]
* 1 tsp fish [[oil]]
* 2 tablespoons honey
* 1 quick shake [[baking powder]]
* 1 packet [[yeast]]
* 6oz container cheeze wiz
","== Directions ==
# Use pie roller to flatten vita bones to powder.
# Combine ingredients (except [[Cheese]] wiz) in large mixing bowl. Let rise.
# Cook at 325 for 12 minutes.
# Fill centers with [[Cheese]] wiz.
# Serve hot.
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",5,1179
127601,Doggie Cookies,"=
* 2cups [[flour|all-purpose flour]]
* 1 1/4 Shredded [[Cheddar]] [[Cheese]]
* 6 Finely choped green beens
* 1 Grated [[Apple]]
* 1/2cup Veggie [[oil]]
* 7tbWater with boilian
* 1/2 Baccon bits
","== Directions ==
# Preheat oven ot 400.
# Add all the ingredients into a bowl.
# Roll out doe(1/4&amp;nbsp;inch thick and cut out with a cookie cutter.
# Bast them with some extra boilian and place them into the oven.Let them cook for about 10‰ÛÒ15 minutes or until [[Cheese]] looks oranger.
# After cooking bast them again and let them cool.
# Store in a plastic bag or fridge
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",6,1180
127612,Chock full o' Chicken Chow,"
* 1 piece of [[chicken]] for every 20 lbs. your dog/puppy is(on the bone for extra flavor)
* 2 [[carrot]]s (or about 10 baby [[carrot]]s)
* 2 [[potato]]es
* 1 [[celery]] stick
* 1 ‰ÛÒ 2 cups [[rice]]
* 2 tablespoons of [[garlic powder]]
* 1 cup [[water]]
","== Directions ==
# Cook the [[chicken]] on the bone completely, with a pan to catch the broth.
# Chop [[celery]] and the [[carrot]]s (if not using baby size) into about 10 pieces.
# Then, cut potatoes into small cubes.
# Cook vegetables until soft.
# Cook the [[rice]] as suggested on the package.
# Put everything in a pot and stir.
# Take the gravy from under the pan you cooked it on, and pour it into the pot also.
# Stir well.
# Let cool in the refrigerator for about 1 ‰ÛÒ 1å_ hours.
# Take the doggie stew out and let it sit for about 5 ‰ÛÒ 10 minutes.
# Serve.
",11,1181
127641,Garlic Chicken Chewies,"=
* 1 cup [[whole wheat flour]]
* 1 cup regular [[flour]]
* 1 cup white [[cornmeal]]
* 3 tbsp [[olive oil]]
* 3 [[egg]]s (beaten)
* 1/2 cup juice from boiling [[Chicken]] giblets
* 4-5 fresh [[garlic]] cloves
* 1 pound [[Chicken]] giblets and hearts (or [[Chicken]] liver)
","== Directions ==
# Place [[olive oil]], fresh [[egg]]s,[[chicken stock]], fresh peeled [[garlic]] cloves, and boiled [[Chicken]] gizzards in the blender.
# Blend until well mix, a little chunky not quite smooth.
# Then mix in the flours and [[cornmeal]]. Place on greased cookie sheets.
# Bake 20 minutes in a 450 degree oven. Store in the fridge or freeze if you will not use in over four days.
# They even like them straight out the freezer!
# The [[garlic]] is good for their heart and is a natural flea deterrent.
# The [[olive oil]] and [[egg]]s are good for a healthy coat.
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",7,1182
128028,Basic Dog Broth,"=
* 1 å_ kilos meaty [[Beef]] bones
* å_ cup [[water]]
* 1 cup baby [[cabbage]] chopped
* 1 cup [[celery]] chopped
* 1 cup [[carrot]]s chopped
* å_ cup [[tomato]] paste or blended [[tomato]]es (about 3 ‰ÛÒ 4 [[tomato]]es)
* 4 strings [[parsley]]
* [[salt]]
* 2 liters
","== Directions ==
# Put the [[Beef]] bones in a big roasting pan and roast them during 1 hour. Turn them every so often so they brown on all sides. Once done, drain out the fat. Put the roaster on the stovetop burner and turn the stove on at medium heat. Add in å_ cup of [[water]] and loosen up the meat from roaster. Make sure to loosen all the browned bits left on the roaster. Keep all these drippings.chef cooking dog treats
# In a large pot, heat up the [[oil]] over medium heat. Add in the baby [[cabbage]], [[celery]], and the [[carrot]]s, cook the baby [[cabbage]] too until they are transparent, make sure to stir constantly. Add in the roasted [[Beef]] bones, the reserved dripping from the roaster, [[tomato]] paste, [[parsley]], [[salt]], and the [[water]]. Bring all these ingredients to a boil over high heat and let it simmer covered for 2 hours.
# To use as a broth, strain the whole mixture, let it cool, and refrigerate. Take off any fat from the surface and either refrigerate this or freeze it.
# To make soup, take out the [[Beef]] bones, and pour the vegetables over some kibbles. 
== Contributed by ==
 [http://www.pets-holistic-med.com Pets Holistic Med Community] 
Pets Holistic Med is a community based on Holistic Pet Care Issues. Membership to the site is free. Also, feel free to participate in the Pet Holistic Forums, check out our free articles, web resources and our eBook.
Dr. Mayra Alfonso has published a Holistic Pet Care Guide exclusively available on this site. This manual is a must for pet owners. Be sure you know the facts about your pets health care options before damaging your pets health and well being with dangerous and risky treatments!
== See also ==
",4,1183
130579,Mashed Carrot Casserole,"
* 2 lbs of boiled, mashed [[carrot]]s
* å_ lb of [[butter]]
* 1 cup of [[granulated sugar|sugar]]
* 3 tbsp [[flour]]
* 1 tsp [[baking powder]]
* 1 tsp [[vanilla]]
* 4 beaten [[egg]]s 
","== Directions ==
# Mix the first 6 ingredients.
# Add beaten eggs.
# Put in a greased casserole pan, sprinkle with [[cinnamon]] on top.
# Bake until golden.
",4,1184
130656,Cream Cheese Cookies,"
* å_ cup [[butter]]
* 3 ounces [[cream cheese]] softened
* 1 cup [[sugar]]
* 1 cup [[flour]]
* å_ cup finely chopped [[pecans]]
","== Directions ==
# Blend butter and cream cheese together.
# Mix in flour and sugar.
# Add pecans.
# Drop by teaspoonful on ungreased cookie sheet and bake at 350å¡F for 10 minutes.
",4,1185
130703,Biscoitos de Maizena,"
* 2 cups [[cornstarch]]
* 1 cup [[sugar]]
* 1 [[egg]]
* å_ tsp [[salt]]
* 1å_ sticks of [[unsalted butter]] (that equals 12 tbit/s)
","== Directions ==
# Preheat oven to 375å¡F.
# Sift cornstarch, sugar and salt together, mix the egg and blend in the butter.
# Knead well.
# Let stand ten to fifteen minutes.
# Use a cookie press to drop them on a greased cookie sheet if you want to make cookies in different shapes. Alternately, you can shape the dough into balls in the palm of your hand and drop them onto the greased cookie sheet.
# Use the tines on a fork to make grooves on the cookies. They look really pretty that way.
# Some people like to shape the cookies into really tiny balls, others prefer them bigger.
# Bake for about seven minutes, depending on how big you make them.
# Let cool and serve with a wonderful cup of Brazilian coffee in the afternoon.
",9,1186
130834,Hot Onion SoufflÌ©,"
* 4 cups frozen chopped [[onion]], thawed
* 3 packages [[cream cheese]] (8 oz each) softened
* 2 cups grated [[Parmesan cheese]]
* å_ cup [[mayonnaise]]
","== Directions ==
# Press [[onion]] between layers of paper towels to remove excess moisture. 
# Combine [[onion]] and remaining ingredients in a medium bowl; Stir well. 
# Spoon into a lightly greased 2 quart soufflÌ© dish. 
# Bake, uncovered, at 425&amp;nbsp;å¡F for 15 to 17 minutes or until golden. 
# Serve warm with [[tortilla chips|corn chips]] or assorted crackers.
",5,1187
130983,Gluten-free Garlic Chicken Zucchini Stir-fry,"
* 1 boneless skinless [[chicken]] breast
* 10 cloves [[garlic]], sliced in half lengthwise
* 2 teaspoons [[olive oil]]
* 2 medium [[zucchini]]
* 1 teaspoon fresh [[lemon juice]]
* ‰ÉÝ teaspoon dried [[oregano]]
* å_ teaspoon dried [[basil]]
* å_ cup [[chicken broth]]
","== Directions ==
# Cut the [[chicken]] into å_ inch pieces.
# Slice [[zucchini]] into rounds and semi-circles.
# Heat [[oil]] in small frying pan or wok.
# Add [[salt]] and [[pepper]] [[chicken]] to taste, and add [[garlic]].
# Add the rest of the ingredients and bring to a slight boil.
# Cook until [[chicken]] is no longer pink and [[zucchini]] is tender, but still crisp.
# Serve with [[rice]] or flat [[bread]].
",7,1188
131013,Mexican Rice,"
* 2 tsp [[oil]]
* 1 cup uncooked [[rice]]
* 1 can stewed [[tomato]]es (14 oz)
* 1 small [[onion]], minced
* å_ cup [[green bell pepper|green pepper]], chopped
* 2 tsp[[salt]]
* 1 tsp [[chili powder]]
* 2 cups [[water]]
","== Directions ==
# In a large skillet, heat [[oil]] and add [[rice]].
# SautÌ©, stirring, for 5 minutes or until evenly browned.
# Add all ingredients and mix well.
# Cover with a lid and simmer until [[rice]] is tender, about 30 minutes.
# Remove lid and allow to dry out.
",5,1189
131056,Scalloped Tomatoes,"
* å_ cup [[margarine]]
* 1 small [[onion]], chopped
* 2 cups fresh [[breadcrumbs]]
* 1 tsp [[salt]]
* å_ tsp [[basil]]
* å_ tsp [[pepper]]
* 5 medium [[tomato]]es, sliced
* 4 tsp [[granulated sugar|sugar]]
","== Directions ==
# Preheat Oven to 375å¡F.
# In pan over medium heat, in hot [[butter]], cook [[Onion]] until tender.
# Stir in Crumbs, [[salt]], [[basil]] and [[pepper]].
# Into a 1å_ quart shallow casserole, place å_ of the [[tomato]] slices; sprinkle with 1 tsp [[granulated sugar|sugar]] and å_ of [[bread]] crumbs mixture. Repeat, ending with [[bread]] crumb Mixture.
# Cover casserole and bake 30 minutes or until hot and bubbly.
# Uncover casserole and bake 5 minutes longer or until crumbs are golden.
",6,1190
131210,Hot Mustard Sauce,"
* å_ cup dry [[mustard]]
* ‰ÉÒ cup [[granulated sugar|sugar]]
* å_ cup [[cider vinegar]]
* 2 [[egg]]s
* 2 tbsp [[butter]], softened
","== Directions ==
# Combine [[mustard]] and [[granulated sugar|sugar]] in top of double boiler.
# Add [[vinegar]].
# Add [[egg]]s, one at a time, mixing well.
# Cook until thick.
# Remove from heat and beat in [[butter]] with a wire whisk.
# Serve chilled.
# Keeps indefinitely in refrigerator.
",7,1191
131218,Potato Soup using Mashed Potatoes,"
* 1 tablespoon [[butter]]
* 1 large [[onion]]
* 6 cups mashed [[potato]]es
* 2 (14.5 ounce) cans [[chicken broth]]
* å_ cup [[milk]]
","== Directions ==
# In a medium soup pot melt [[butter]] over low heat, and saute [[onion]]s until tender.
# Stir in the mashed [[potato]]es, and then slowly add the [[chicken broth]].
# Stirring, add [[milk]] (use more or less to achieve desired creaminess).
# Cook until heated through and season with [[salt]] and [[pepper]] to taste.
",4,1192
